V684	Marseille	Pekin	7/04/07	18:00	8/04/07	6:15	4050	440
V685	Marseille	Pekin	9/04/07	18:00	10/04/07	6:15	4050	440
V686	Marseille	Pekin	11/04/07	18:00	12/04/07	6:15	4050	440
V687	Marseille	Pekin	13/04/07	18:00	14/04/07	6:15	4050	440
V688	Marseille	Pekin	15/04/07	18:00	16/04/07	6:15	4050	440
V689	Marseille	Pekin	17/04/07	18:00	18/04/07	6:15	4050	440
V690	Marseille	Pekin	19/04/07	18:00	20/04/07	6:15	4050	440
V691	Marseille	Pekin	21/04/07	18:00	22/04/07	6:15	4050	440
V692	Marseille	Pekin	23/04/07	18:00	24/04/07	6:15	4050	440
V693	Marseille	Pekin	25/04/07	18:00	26/04/07	6:15	4050	440
V694	Marseille	Pekin	27/04/07	18:00	28/04/07	6:15	4050	440
V787	Metz	Marseille	17/04/07	5:00	17/04/07	6:15	4060	720
V788	Metz	Marseille	18/04/07	5:00	18/04/07	6:15	4060	720
V789	Metz	Marseille	19/04/07	5:00	19/04/07	6:15	4060	720
V790	Metz	Marseille	20/04/07	5:00	20/04/07	6:15	4060	720
V791	Metz	Marseille	21/04/07	5:00	21/04/07	6:15	4060	720
V804	Nice	Paris	4/04/07	5:00	4/04/07	6:15	4020	240
V805	Nice	Paris	5/04/07	5:00	5/04/07	6:15	4020	240
V806	Nice	Paris	6/04/07	5:00	6/04/07	6:15	4020	240
V807	Nice	Paris	7/04/07	5:00	7/04/07	6:15	4020	240
V808	Nice	Paris	8/04/07	5:00	8/04/07	6:15	4020	240
V809	Nice	Paris	9/04/07	5:00	9/04/07	6:15	4020	240
V882	Strasbourg	Marseille	12/04/07	7:00	12/04/07	8:15	4060	240
V883	Strasbourg	Marseille	13/04/07	7:00	13/04/07	8:15	4060	240
V884	Strasbourg	Marseille	14/04/07	7:00	14/04/07	8:15	4060	240
V885	Strasbourg	Marseille	15/04/07	7:00	15/04/07	8:15	4060	240
V886	Strasbourg	Marseille	16/04/07	7:00	16/04/07	8:15	4060	240
V887	Strasbourg	Marseille	17/04/07	7:00	17/04/07	8:15	4060	240
V888	Strasbourg	Marseille	18/04/07	7:00	18/04/07	8:15	4060	240
V889	Strasbourg	Marseille	19/04/07	7:00	19/04/07	8:15	4060	240
V890	Strasbourg	Marseille	20/04/07	7:00	20/04/07	8:15	4060	240
V901	Paris	Nice	1/04/07	22:00	1/04/07	23:15	4020	240
V902	Paris	Nice	2/04/07	22:00	2/04/07	23:15	4020	240
V903	Paris	Nice	3/04/07	22:00	3/04/07	23:15	4020	240
V904	Paris	Nice	4/04/07	22:00	4/04/07	23:15	4020	240
V905	Paris	Nice	5/04/07	22:00	5/04/07	23:15	4020	240
V906	Paris	Nice	6/04/07	22:00	6/04/07	23:15	4020	240
V907	Paris	Nice	7/04/07	22:00	7/04/07	23:15	4020	240
V908	Paris	Nice	8/04/07	22:00	8/04/07	23:15	4020	240
V909	Paris	Nice	9/04/07	22:00	9/04/07	23:15	4020	240
V910	Paris	Nice	10/04/07	22:00	10/04/07	23:15	4020	240
V911	Paris	Nice	11/04/07	22:00	11/04/07	23:15	4020	240
V912	Paris	Nice	12/04/07	22:00	12/04/07	23:15	4020	240
V913	Paris	Nice	13/04/07	22:00	13/04/07	23:15	4020	240
V914	Paris	Nice	14/04/07	22:00	14/04/07	23:15	4020	240
V915	Paris	Nice	15/04/07	22:00	15/04/07	23:15	4020	240
V916	Paris	Nice	16/04/07	22:00	16/04/07	23:15	4020	240
V917	Paris	Nice	17/04/07	22:00	17/04/07	23:15	4020	240
V918	Paris	Nice	18/04/07	22:00	18/04/07	23:15	4020	240
V919	Paris	Nice	19/04/07	22:00	19/04/07	23:15	4020	240
V920	Paris	Nice	20/04/07	22:00	20/04/07	23:15	4020	240
V921	Paris	Nice	21/04/07	22:00	21/04/07	23:15	4020	240
V922	Paris	Nice	22/04/07	22:00	22/04/07	23:15	4020	240
V923	Paris	Nice	23/04/07	22:00	23/04/07	23:15	4020	240
V924	Paris	Nice	24/04/07	22:00	24/04/07	23:15	4020	240
V925	Paris	Nice	25/04/07	22:00	25/04/07	23:15	4020	240
V926	Paris	Nice	26/04/07	22:00	26/04/07	23:15	4020	240
V927	Paris	Nice	27/04/07	22:00	27/04/07	23:15	4020	240
V928	Paris	Nice	28/04/07	22:00	28/04/07	23:15	4020	240
V929	Paris	Nice	29/04/07	22:00	29/04/07	23:15	4020	240
